NABP,NPI,PROVIDER NAME,ADDRESS,ADDRESS LINE 2,CITY,STATE,POSTAL_ZIP,PHONE,COUNTY,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,Zip,Country,Source,Census Year,State FIPS,County FIPS,Place Name,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Full FIPS (block),Full FIPS (tract)
5801786,1841591286,ALMARK PHARMACY,2094 LINDEN BLVD.,,BROOKLYN,NY,11207,347-770-8633,KINGS,40.660724,-73.884844,1,rooftop,2094,Linden Blvd,,,Brooklyn,NY,11207,US,City of New York,2021,36,36047,New York,3651000,110400,4012,4,3.60E+14,36047110400
3353644,1063577831,EAST NEW YORK DIAGNOSTIC AND TREATMENT CENTER,2094 PITKIN AVE,NEW YORK CITY H.H.C.,BROOKLYN,NY,112073509,718-240-0548,KINGS,40.671845,-73.895313,1,rooftop,2094,Pitkin Ave,,,Brooklyn,NY,11207,US,City of New York,2021,36,36047,New York,3651000,114400,4002,4,3.60E+14,36047114400
3354254,1528271038,WESTSIDE PHARMACY,210 AVE U,,BROOKLYN,NY,11223,718-373-4100,KINGS,40.596526,-73.976207,1,rooftop,210,Ave U,,,Brooklyn,NY,11223,US,City of New York,2021,36,36047,New York,3651000,39800,1004,1,3.60E+14,36047039800
5820801,1972028819,SAM PHARMACY,210 PARKSIDE AVE,,BROOKLYN,NY,112261367,718-513-6657,KINGS,40.655126,-73.960828,1,rooftop,210,Parkside Ave,,,Brooklyn,NY,11226,US,City of New York,2021,36,36047,New York,3651000,50803,1000,1,3.60E+14,36047050803
3311898,1801801956,WALGREENS #4363,210 UNION AVE,,BROOKLYN,NY,112116521,217-709-2351,KINGS,40.707042,-73.950054,1,rooftop,210,Union Ave,,,Brooklyn,NY,11211,US,City of New York,2021,36,36047,New York,3651000,51100,2002,2,3.60E+14,36047051100
5830864,1629604475,BATH AVE PHARMACY INC,2109 BATH AVE,,BROOKLYN,NY,112144907,347-673-5314,KINGS,40.599938,-73.999111,1,rooftop,2109,Bath Ave,,,Brooklyn,NY,11214,US,City of New York,2021,36,36047,New York,3651000,29200,1000,1,3.60E+14,36047029200
3325912,1760417083,MERMAID PHARMACY,2109 MERMAID AVE,,BROOKLYN,NY,112242544,718-946-1084,KINGS,40.576362,-73.988324,1,rooftop,2109,Mermaid Ave,,,Brooklyn,NY,11224,US,City of New York,2021,36,36047,New York,3651000,32600,5002,5,3.60E+14,36047032600
5830509,1982234613,APNI PHARMACY,211 NEPTUNE AVE,,BROOKLYN,NY,112356304,718-975-7885,KINGS,40.581782,-73.96139,1,rooftop,211,Neptune Ave,,,Brooklyn,NY,11235,US,City of New York,2021,36,36047,New York,3651000,36600,1009,1,3.60E+14,36047036600
5833086,1629666425,HELPING PHARMACY INC,2115 E 15TH ST,STORE B,BROOKLYN,NY,11229,718-684-2878,KINGS,40.598428,-73.956057,1,rooftop,2115,E 15th St,,,Brooklyn,NY,11229,US,City of New York,2021,36,36047,New York,3651000,58000,2004,2,3.60E+14,36047058000
5814125,1215311204,FILL HERE,2116 ROCKAWAY PKWY,,BROOKLYN,NY,112365802,718-968-8600,KINGS,40.631453,-73.887858,1,rooftop,2116,Rockaway Pkwy,,,Brooklyn,NY,11236,US,City of New York,2021,36,36047,New York,3651000,102801,1006,1,3.60E+14,36047102801
5812068,1871998609,LAGRASS PHARMACY CORP.,2117 UTICA AVE,,BROOKLYN,NY,112343844,718-377-9400,KINGS,40.620139,-73.926804,1,rooftop,2117,Utica Ave,,,Brooklyn,NY,11234,US,City of New York,2021,36,36047,New York,3651000,68000,2003,2,3.60E+14,36047068000
3337006,1093728149,V PHARMACY LLC,2124 GRAVESEND NECK ROAD,,BROOKLYN,NY,11229,718-368-0009,KINGS,40.597196,-73.949138,1,rooftop,2124,Gravesend Neck Rd,,,Brooklyn,NY,11229,US,City of New York,2021,36,36047,New York,3651000,59403,3003,3,3.60E+14,36047059403
3339529,1669573341,JUST IN TIME PHARMACY,2126 KNAPP ST,,BROOKLYN,NY,11229,718-332-5474,KINGS,40.600557,-73.934327,1,rooftop,2126,Knapp St,,,Brooklyn,NY,11229,US,City of New York,2021,36,36047,New York,3651000,57000,3000,3,3.60E+14,36047057000
5819620,1801332184,FLATBUSH PHARMACY,2134 BEVERLY RD,,BROOKLYN,NY,11226,718-284-0909,KINGS,40.644471,-73.95759,1,rooftop,2134,Beverley Rd,,,Brooklyn,NY,11226,US,City of New York,2021,36,36047,New York,3651000,79201,1002,1,3.60E+14,36047079201
3317888,1063596294,HARRICO DRUGS,214 STANHOPE ST,,BROOKLYN,NY,112374102,718-452-5521,KINGS,40.700466,-73.920502,1,rooftop,214,Stanhope St,,,Brooklyn,NY,11237,US,City of New York,2021,36,36047,New York,3651000,43100,3000,3,3.60E+14,36047043100
3345813,1023112885,CVS PHARMACY #02441,2151 86TH STREET,,BROOKLYN,NY,11214,401-770-2751,KINGS,40.602636,-73.994618,1,rooftop,2151,86th St,,,Brooklyn,NY,11214,US,City of New York,2021,36,36047,New York,3651000,29000,3000,3,3.60E+14,36047029000
3323805,1972687002,YAFIT PHARMACY,2163 EAST 7TH STREET,,BROOKLYN,NY,112234933,718-998-8651,KINGS,40.597714,-73.963923,1,rooftop,2163,E 7th St,,,Brooklyn,NY,11223,US,City of New York,2021,36,36047,New York,3651000,39200,1002,1,3.60E+14,36047039200
3338565,1578622775,WELLNESS PHARMACY INC,217 KINGS HWY,,BROOKLYN,NY,11223,718-232-8277,KINGS,40.605652,-73.98342,1,rooftop,217,Kings Hwy,,,Brooklyn,NY,11223,US,City of New York,2021,36,36047,New York,3651000,42800,2000,2,3.60E+14,36047042800
5811941,1982006524,HEALTHPRO PHARMACY INC,217 SCHENECTADY AVENUE,,BROOKLYN,NY,11213,718-363-3400,KINGS,40.671384,-73.933521,1,rooftop,217,Schenectady Ave,,,Brooklyn,NY,11213,US,City of New York,2021,36,36047,New York,3651000,35101,1000,1,3.60E+14,36047035101
5831006,1124648720,86 BOBO PHARMACY INC,2170 86TH ST,,BROOKLYN,NY,112143213,347-587-6275,KINGS,40.602092,-73.994413,1,rooftop,2170,86th St,,,Brooklyn,NY,11214,US,City of New York,2021,36,36047,New York,3651000,29000,3003,3,3.60E+14,36047029000
5826346,1568942860,SV WELLNESS PHARMACY INC.,2173C 68TH STREET,GROUND FLOOR,BROOKLYN,NY,11204,718-975-0530,KINGS,40.612443,-73.983542,1,rooftop,2173,68th St,,,Brooklyn,NY,11204,US,City of New York,2021,36,36047,New York,3651000,25600,1004,1,3.60E+14,36047025600
5802295,1609167972,CVS PHARMACY #13019,218 MYRTLE AVENUE,,BROOKLYN,NY,11201,718-596-2460,KINGS,40.693386,-73.979567,1,rooftop,218,Myrtle Ave,,,Brooklyn,NY,11201,US,City of New York,2021,36,36047,New York,3651000,3101,1001,1,3.60E+14,36047003101
3317129,1972599835,KAY'S PHARMACY,2201 BATH AVE,,BROOKLYN,NY,112145603,718-372-0797,KINGS,40.598526,-73.997063,1,rooftop,2201,Bath Ave,,,Brooklyn,NY,11214,US,City of New York,2021,36,36047,New York,3651000,29600,4000,4,3.60E+14,36047029600
3381554,1760559413,M B DRUGS INC,222 15TH ST,,BROOKLYN,NY,112154902,718-788-0768,KINGS,40.665332,-73.989056,1,rooftop,222,15th St,,,Brooklyn,NY,11215,US,City of New York,2021,36,36047,New York,3651000,14102,2000,2,3.60E+14,36047014102
3396644,1679618060,PITKIN DRUGS,2231 PITKIN AVE,,BROOKLYN,NY,11207,718-485-3724,KINGS,40.672886,-73.890034,1,rooftop,2231,Pitkin Ave,,,Brooklyn,NY,11207,US,City of New York,2021,36,36047,New York,3651000,115200,2001,2,3.60E+14,36047115200
5810836,1669892931,HEALTH MART PITKIN PHARMACY,2232 PITKIN AVE,,BROOKLYN,NY,112073621,347-955-5506,KINGS,40.672656,-73.889868,1,rooftop,2232,Pitkin Ave,,,Brooklyn,NY,11207,US,City of New York,2021,36,36047,New York,3651000,115200,3001,3,3.60E+14,36047115200
3378278,1295834034,BAY PHARMACY INC,2240 86TH ST,,BROOKLYN,NY,112144139,718-373-2722,KINGS,40.601156,-73.99288,1,rooftop,2240,86th St,,,Brooklyn,NY,11214,US,City of New York,2021,36,36047,New York,3651000,29600,3000,3,3.60E+14,36047029600
5801142,1114241692,ROYAL PHARMACY,2244 CHURCH AVE,,BROOKLYN,NY,11226,917-754-9467,KINGS,40.650367,-73.956763,1,rooftop,2244,Church Ave,,,Brooklyn,NY,11226,US,City of New York,2021,36,36047,New York,3651000,79400,3000,3,3.60E+14,36047079400
5817931,1447700554,AWARD PHARMACY CORP,2249 86TH ST,,BROOKLYN,NY,112144107,718-331-1310,KINGS,40.60125,-73.99233,1,rooftop,2249,86th St,,,Brooklyn,NY,11214,US,City of New York,2021,36,36047,New York,3651000,29600,2001,2,3.60E+14,36047029600
5825231,1932697216,CAREWELL PHARMACY,2259 CHURCH AVE,,BROOKLYN,NY,112263201,718-676-4114,KINGS,40.650608,-73.956838,1,rooftop,2259,Church Ave,,,Brooklyn,NY,11226,US,City of New York,2021,36,36047,New York,3651000,79602,2002,2,3.60E+14,36047079602
3301342,1831360254,BALLARD PHARMACY,226 PROSPECT PARK WEST,,BROOKLYN,NY,112155802,718-768-1325,KINGS,40.65995,-73.980933,1,rooftop,226,Prospect Park W,,,Brooklyn,NY,11215,US,City of New York,2021,36,36047,New York,3651000,16900,2001,2,3.60E+14,36047016900
3346803,1487679965,DUANE READE #14444,2265 RALPH AVE,,BROOKLYN,NY,112345611,217-709-2351,KINGS,40.622517,-73.917164,1,rooftop,2265,Ralph Ave,,,Brooklyn,NY,11234,US,City of New York,2021,36,36047,New York,3651000,69601,1006,1,3.60E+14,36047069601
5801255,1083922322,BRIGHT PHARMACY & MEDICAL SUPPLY INC.,227 BRIGHTON BEACH AVE,,BROOKLYN,NY,112357406,718-615-1550,KINGS,40.576762,-73.966246,1,rooftop,227,Brighton Beach Ave,,,Brooklyn,NY,11235,US,City of New York,2021,36,36047,New York,3651000,36200,3008,3,3.60E+14,36047036200
3352351,1972685766,QUALIMEDS PHARMACY,2272 86TH ST,,BROOKLYN,NY,11214,718-872-5737,KINGS,40.600711,-73.99213,1,rooftop,2272,86th St,,,Brooklyn,NY,11214,US,City of New York,2021,36,36047,New York,3651000,29600,3001,3,3.60E+14,36047029600
3375335,1740375484,SIRI PHARMACY INC,23 FLAT BUSH AVE,,BROOKLYN,NY,11217,718-596-7397,KINGS,40.687979,-73.980078,1,rooftop,23,Flatbush Ave,,,Brooklyn,NY,11217,US,City of New York,2021,36,36047,New York,3651000,3300,2009,2,3.60E+14,36047003300
3352793,1922164805,J AND R PHARMACY INC,2302 MERMAID AVE,,BROOKLYN,NY,11224,718-266-6286,KINGS,40.575908,-73.99018,1,rooftop,2302,Mermaid Ave,,,Brooklyn,NY,11224,US,City of New York,2021,36,36047,New York,3651000,32600,3000,3,3.60E+14,36047032600
5803413,1003194754,RL HEALTH PHARMACY INC.,2304 86TH ST,,BROOKLYN,NY,112144310,917-246-1221,KINGS,40.600366,-73.991533,1,rooftop,2304,86th St,,,Brooklyn,NY,11214,US,City of New York,2021,36,36047,New York,3651000,30000,1000,1,3.60E+14,36047030000
5815381,1457726796,VOORHIES HEALTH PHARMACY,2309 VOORHIES AVE,,BROOKLYN,NY,11235,718-975-2872,KINGS,40.586731,-73.945552,1,rooftop,2309,Voorhies Ave,,,Brooklyn,NY,11235,US,City of New York,2021,36,36047,New York,3651000,60000,3001,3,3.60E+14,36047060000
3362249,1619920683,BEHRENS PHARMACY,231 DEKALB AVE,,BROOKLYN,NY,112054101,718-638-4350,KINGS,40.689608,-73.969964,1,rooftop,231,Dekalb Ave,,,Brooklyn,NY,11205,US,City of New York,2021,36,36047,New York,3651000,18300,1003,1,3.60E+14,36047018300
5825255,1235626557,ALICE RX CORP,231 S 3RD ST,,BROOKLYN,NY,112115601,718-502-6969,KINGS,40.711045,-73.958215,1,rooftop,231,S 3rd St,,,Brooklyn,NY,11211,US,City of New York,2021,36,36047,New York,3651000,52300,2000,2,3.60E+14,36047052300
5826954,1851869853,MERMAID RX,2311 MERMAID AVE,,BROOKLYN,NY,112242207,718-513-4419,KINGS,40.576116,-73.990525,1,rooftop,2311,Mermaid Ave,,,Brooklyn,NY,11224,US,City of New York,2021,36,36047,New York,3651000,32600,4000,4,3.60E+14,36047032600
5813248,1184010621,ABC SOURCE PHARMACY,2313 AVENUE U,,BROOKLYN,NY,112294916,718-676-5556,KINGS,40.59988,-73.948047,1,rooftop,2313,Ave U,,,Brooklyn,NY,11229,US,City of New York,2021,36,36047,New York,3651000,57600,2000,2,3.60E+14,36047057600
3325746,1346322138,MARLBORO DRUG CO INC,2313 STILLWELL AVE,,BROOKLYN,NY,112235647,718-373-2600,KINGS,40.590803,-73.983648,1,rooftop,2313,Stillwell Ave,,,Brooklyn,NY,11223,US,City of New York,2021,36,36047,New York,3651000,38200,1002,1,3.60E+14,36047038200
5824760,1073013843,QUICK CARE PHARMACY INC,2314 CONEY ISLAND AVE,,BROOKLYN,NY,112233350,718-375-5700,KINGS,40.600709,-73.961573,1,rooftop,2314,Coney Island Ave,,,Brooklyn,NY,11223,US,City of New York,2021,36,36047,New York,3651000,41600,1003,1,3.60E+14,36047041600
3324009,1811998107,NEIGHBOR CARE PHARMACY INC,2315 65TH ST,,BROOKLYN,NY,11204,718-336-4772,KINGS,40.612341,-73.978626,1,rooftop,2315,65th St,,,Brooklyn,NY,11204,US,City of New York,2021,36,36047,New York,3651000,43600,2001,2,3.60E+14,36047043600
3351171,1841394509,CVS PHARMACY #00802,2320 RALPH AVENUE,,BROOKLYN,NY,11234,401-770-2751,KINGS,40.621294,-73.917649,1,rooftop,2320,Ralph Ave,,,Brooklyn,NY,11234,US,City of New York,2021,36,36047,New York,3651000,69000,1000,1,3.60E+14,36047069000
5816648,1710341722,CENTRE CARE PHARMACY LLC,2321 86 ST,,BROOKLYN,NY,11214,212-226-0988,KINGS,40.600333,-73.990801,1,rooftop,2321,86th St,,,Brooklyn,NY,11214,US,City of New York,2021,36,36047,New York,3651000,29800,3002,3,3.60E+14,36047029800
5804530,1962776633,WALGREENS #13752,2325 FLATBUSH AVE,,BROOKLYN,NY,112344529,217-709-2351,KINGS,40.613794,-73.926833,1,rooftop,2325,Flatbush Ave,,,Brooklyn,NY,11234,US,City of New York,2021,36,36047,New York,3651000,67200,1008,1,3.60E+14,36047067200
3304665,1053472423,MAIN PHARMACY,2350 86TH ST,,BROOKLYN,NY,11214,718-372-2144,KINGS,40.599678,-73.990416,1,rooftop,2350,86th St,,,Brooklyn,NY,11214,US,City of New York,2021,36,36047,New York,3651000,30000,1001,1,3.60E+14,36047030000
5801089,1811208465,VISTA PHARMACY,236 BUSHWICK AVE,,BROOKLYN,NY,112062711,718-417-9031,KINGS,40.707467,-73.939959,1,rooftop,236,Bushwick Ave,,,Brooklyn,NY,11206,US,City of New York,2021,36,36047,New York,3651000,49302,2002,2,3.60E+14,36047049302
5818779,1003359175,CONEY ISLAND CHEMIST INC,2384 CONEY ISLAND AVE,,BROOKLYN,NY,112235002,347-587-7200,KINGS,40.598852,-73.961431,1,rooftop,2384,Coney Island Ave,,,Brooklyn,NY,11223,US,City of New York,2021,36,36047,New York,3651000,39400,1000,1,3.60E+14,36047039400
3301621,1295832129,NEW RONSON DRUG INC,239 UTICA AVE,,BROOKLYN,NY,11213,718-756-7401,KINGS,40.670362,-73.930821,1,rooftop,239,Utica Ave,,,Brooklyn,NY,11213,US,City of New York,2021,36,36047,New York,3651000,34901,2000,2,3.60E+14,36047034901
5803893,1376834184,HEALTHCARE PHARMACY,2402 MERMAID AVE,,BROOKLYN,NY,11224,718-996-9900,KINGS,40.575768,-73.991257,1,rooftop,2402,Mermaid Ave,,,Brooklyn,NY,11224,US,City of New York,2021,36,36047,New York,3651000,32600,3001,3,3.60E+14,36047032600
3395426,1033168950,WILLIAMSBURG PHARMACY,244 ROEBLING ST,,BROOKLYN,NY,112115664,718-387-9772,KINGS,40.711323,-73.959776,1,rooftop,244,Roebling St,,,Brooklyn,NY,11211,US,City of New York,2021,36,36047,New York,3651000,52300,3001,3,3.60E+14,36047052300
3368708,1942254024,FUTURE PHARMACY INC,2480 65TH ST,,BROOKLYN,NY,11204,718-376-6563,KINGS,40.609817,-73.975085,1,rooftop,2480,65th St,,,Brooklyn,NY,11204,US,City of New York,2021,36,36047,New York,3651000,43400,1002,1,3.60E+14,36047043400
3357945,1245407667,NEXTGEN PHARMACY,2483 86TH STREET,,BROOKLYN,NY,11214,718-676-9191,KINGS,40.598155,-73.987193,1,rooftop,2483,86th St,,,Brooklyn,NY,11214,US,City of New York,2021,36,36047,New York,3651000,29800,2002,2,3.60E+14,36047029800
3331179,1518076090,RITE AID PHARMACY 04935,249 7TH AVENUE,,BROOKLYN,NY,112153610,717-975-5937,KINGS,40.669132,-73.979512,1,rooftop,249,7th Ave,,,Brooklyn,NY,11215,US,City of New York,2021,36,36047,New York,3651000,15300,1000,1,3.60E+14,36047015300
3385677,1588618748,D N G PHARMACY CORP,249 GRAHAM AVE,,BROOKLYN,NY,112061201,718-384-6630,KINGS,40.711004,-73.943966,1,rooftop,249,Graham Ave,,,Brooklyn,NY,11206,US,City of New York,2021,36,36047,New York,3651000,49500,3004,3,3.60E+14,36047049500
3324477,1144246257,DUANE READE #14426,250 BEDFORD AVE,,BROOKLYN,NY,112494014,217-709-2351,KINGS,40.715836,-73.96003,1,rooftop,250,Bedford Ave,,,Brooklyn,NY,11249,US,City of New York,2021,36,36047,New York,3651000,55300,3004,3,3.60E+14,36047055300
3322156,1063577674,KINGSWAY PHARMACY,250 KINGS HWY,,BROOKLYN,NY,112231204,718-946-6899,KINGS,40.605196,-73.98149,1,rooftop,250,Kings Hwy,,,Brooklyn,NY,11223,US,City of New York,2021,36,36047,New York,3651000,42600,3003,3,3.60E+14,36047042600
3335785,1477650315,RIGHTWAY PHARMACY INC,2511 AVE U,,BROOKLYN,NY,11229,718-891-7900,KINGS,40.600087,-73.946194,1,rooftop,2511,Ave U,,,Brooklyn,NY,11229,US,City of New York,2021,36,36047,New York,3651000,57600,1000,1,3.60E+14,36047057600
5815216,1497143382,CENTRAL PHARMACY OF BROOKLYN NY INC,252 BRIGHTON BEACH AVE,,BROOKLYN,NY,11235,718-646-2222,KINGS,40.576596,-73.965402,1,rooftop,252,Brighton Beach Ave,,,Brooklyn,NY,11235,US,City of New York,2021,36,36047,New York,3651000,36001,2000,2,3.60E+14,36047036001
5824506,1669996682,WALGREENS #18321,2532 54 86TH ST,,BROOKLYN,NY,112144439,217-709-2351,KINGS,40.596944,-73.986324,0.9,nearest_rooftop_match,2532,86th St,,,Brooklyn,NY,11214,US,City of New York,2021,36,36047,New York,3651000,30000,4001,4,3.60E+14,36047030000
3359305,1689828022,SANTA MARIA PHARMACY DBA ROSENBLUM,255 SOUTH 2ND ST,,BROOKLYN,NY,11211,718-388-0745,KINGS,40.711739,-73.957616,1,rooftop,255,S 2nd St,,,Brooklyn,NY,11211,US,City of New York,2021,36,36047,New York,3651000,52300,5001,5,3.60E+14,36047052300
5803881,1780982256,BROOKDALE PHARMACY,2568 LINDEN BLVD,,BROOKLYN,NY,11208,718-485-0070,KINGS,40.668091,-73.869381,1,rooftop,2568,Linden Blvd,,,Brooklyn,NY,11208,US,City of New York,2021,36,36047,New York,3651000,122000,2015,2,3.60E+14,36047122000
3363885,1902136500,T & N PHARMACY INC.,2570 E 17TH ST,,BROOKLYN,NY,112353505,718-646-2100,KINGS,40.588422,-73.952776,1,rooftop,2570,E 17th St,,,Brooklyn,NY,11235,US,City of New York,2021,36,36047,New York,3651000,59000,1008,1,3.60E+14,36047059000
3383471,1720187990,RITE AID PHARMACY 10575,2577 NOSTRAND AVENUE,,BROOKLYN,NY,11210,717-975-5937,KINGS,40.62133,-73.945682,1,rooftop,2577,Nostrand Ave,,,Brooklyn,NY,11210,US,City of New York,2021,36,36047,New York,3651000,74800,2001,2,3.60E+14,36047074800
3346586,1427061142,SMART CHOICE PHARMACY,259 AVENUE X,,BROOKLYN,NY,11223,718-339-3400,KINGS,40.590327,-73.973328,1,rooftop,259,Ave X,,,Brooklyn,NY,11223,US,City of New York,2021,36,36047,New York,3651000,38600,1006,1,3.60E+14,36047038600
5811597,1871994202,DOOR TO DOOR PHARMACY,259 TROY AVE,,BROOKLYN,NY,112133601,718-484-7400,KINGS,40.670328,-73.936399,1,rooftop,259,Troy Ave,,,Brooklyn,NY,11213,US,City of New York,2021,36,36047,New York,3651000,35301,1001,1,3.60E+14,36047035301
3361780,1144459363,WALGREENS #10441,2590 CONEY ISLAND AVE,,BROOKLYN,NY,112235537,217-709-2351,KINGS,40.593288,-73.961021,1,rooftop,2590,Coney Island Ave,,,Brooklyn,NY,11223,US,City of New York,2021,36,36047,New York,3651000,39000,1000,1,3.60E+14,36047039000
3307065,1275618563,ECHO CARE SPECIALTY PHARMACY,260 BROADWAY,,BROOKLYN,NY,11211,718-782-3030,KINGS,40.708832,-73.959517,1,rooftop,260,Broadway,,,Brooklyn,NY,11211,US,City of New York,2021,36,36047,New York,3651000,52500,1006,1,3.60E+14,36047052500
5810230,1881019073,MEDCARE PHARMACY,260 KINGS HWY,,BROOKLYN,NY,112231347,718-513-3322,KINGS,40.605135,-73.980933,1,rooftop,260,Kings Hwy,,,Brooklyn,NY,11223,US,City of New York,2021,36,36047,New York,3651000,42600,2005,2,3.60E+14,36047042600
3369180,1124032982,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,BROOKLYN,NY,112357791,718-616-4083,KINGS,40.586022,-73.965731,1,rooftop,2601,Ocean Pkwy,,,Brooklyn,NY,11235,US,City of New York,2021,36,36047,New York,3651000,37000,3004,3,3.60E+14,36047037000
5831917,1326654054,FRONTLINE PHARMACY AND SURGICAL,2610 ATLANTIC AVE,,BROOKLYN,NY,112072415,718-400-9144,KINGS,40.675488,-73.898031,1,rooftop,2610,Atlantic Ave,,,Brooklyn,NY,11207,US,City of New York,2021,36,36047,New York,3651000,119800,1010,1,3.60E+14,36047119800
5832363,1720684004,OXFORD PHARMACY INC,264 FLATBUSH AVE,,BROOKLYN,NY,112172820,929-298-0369,KINGS,40.679232,-73.974178,1,rooftop,264,Flatbush Ave,,,Brooklyn,NY,11217,US,City of New York,2021,36,36047,New York,3651000,16100,4001,4,3.60E+14,36047016100
3325885,1922168202,MED PHARMACY,264 MALCOLM X BLVD,,BROOKLYN,NY,11233,718-452-5530,KINGS,40.683964,-73.929417,1,rooftop,264,Malcolm X Blvd,,,Brooklyn,NY,11233,US,City of New York,2021,36,36047,New York,3651000,29500,2001,2,3.60E+14,36047029500
5813856,1487042701,FAITH PHARMACY,2640 PITKIN AVE,,BROOKLYN,NY,112082629,718-827-2250,KINGS,40.674788,-73.874724,1,rooftop,2640,Pitkin Ave,,,Brooklyn,NY,11208,US,City of New York,2021,36,36047,New York,3651000,119600,3005,3,3.60E+14,36047119600
5801875,1396041950,CVS PHARMACY #04958,27 N. 6TH STREET,,BROOKLYN,NY,112493770,718-388-2799,KINGS,40.720119,-73.962697,1,rooftop,27,N 6th St,,,Brooklyn,NY,11249,US,City of New York,2021,36,36047,New York,3651000,55500,1000,1,3.60E+14,36047055500
3389409,1386632321,THIS WAY PHARMACY INC,2712 AVE U,,BROOKLYN,NY,112295052,718-769-7403,KINGS,40.600045,-73.944211,1,rooftop,2712,Ave U,,,Brooklyn,NY,11229,US,City of New York,2021,36,36047,New York,3651000,57400,2002,2,3.60E+14,36047057400
3319286,1568569499,CONEY ISLAND PHARMACY,2720 MERMAID AVE,,BROOKLYN,NY,11224,718-333-2525,KINGS,40.575491,-73.993883,1,rooftop,2720,Mermaid Ave,,,Brooklyn,NY,11224,US,City of New York,2021,36,36047,New York,3651000,34200,1000,1,3.60E+14,36047034200
5818666,1568912061,PHARMACY EXPRESS,274 BRIGHTON BEACH AVE,,BROOKLYN,NY,11235,718-648-0002,KINGS,40.576746,-73.964703,1,rooftop,274,Brighton Beach Ave,,,Brooklyn,NY,11235,US,City of New York,2021,36,36047,New York,3651000,36001,3001,3,3.60E+14,36047036001
5826942,1467938076,REDSTONE PHARMACY,2749 PITKIN AVE,,BROOKLYN,NY,112083119,347-915-0952,KINGS,40.675711,-73.87067,1,rooftop,2749,Pitkin Ave,,,Brooklyn,NY,11208,US,City of New York,2021,36,36047,New York,3651000,119600,2000,2,3.60E+14,36047119600
5817917,1790143568,A & F PHARMACY,2754 PITKIN AVE,,BROOKLYN,NY,11208,718-277-7707,KINGS,40.675509,-73.870323,1,rooftop,2754,Pitkin Ave,,,Brooklyn,NY,11208,US,City of New York,2021,36,36047,New York,3651000,119600,3000,3,3.60E+14,36047119600
3392711,1235298795,MARINE PHARMACY INC,2758 GERRITSEN AVE,,BROOKLYN,NY,112290000,718-332-7155,KINGS,40.592166,-73.924656,1,rooftop,2758,Gerritsen Ave,,,Brooklyn,NY,11229,US,City of New York,2021,36,36047,New York,3651000,62800,1015,1,3.60E+14,36047062800
3331597,1316065402,GATES AND GARVEY PHARMACY,276-280 MARCUS GARVEY BLVD,,BROOKLYN,NY,11221,718-443-8787,KINGS,40.687713,-73.939133,0.9,nearest_rooftop_match,276,Marcus Garvey Blvd,,,Brooklyn,NY,11221,US,City of New York,2021,36,36047,New York,3651000,27700,4000,4,3.60E+14,36047027700
3316773,1861566382,BRIGHTON RX INC,277 BRIGHTON BEACH AVE,,BROOKLYN,NY,11235,718-332-8428,KINGS,40.577078,-73.964756,1,rooftop,277,Brighton Beach Ave,,,Brooklyn,NY,11235,US,City of New York,2021,36,36047,New York,3651000,36200,2002,2,3.60E+14,36047036200
3331991,1093732513,86TH STREET COMMUNITY PHARMACY CORP,2789 86TH ST,,BROOKLYN,NY,11223,718-266-2137,KINGS,40.593382,-73.979363,1,rooftop,2789,86th St,,,Brooklyn,NY,11223,US,City of New York,2021,36,36047,New York,3651000,38600,2005,2,3.60E+14,36047038600
3300516,1053408252,MANIPAL DRUGS INC,280 NOSTRAND AVE,,BROOKLYN,NY,11205,718-623-9533,KINGS,40.690293,-73.951712,1,rooftop,280,Nostrand Ave,,,Brooklyn,NY,11205,US,City of New York,2021,36,36047,New York,3651000,24100,2002,2,3.60E+14,36047024100
5817638,1174077564,OCEAN A & R PHARMACY INC.,2806 OCEAN AVE,,BROOKLYN,NY,112294708,347-462-9550,KINGS,40.59303,-73.950404,1,rooftop,2806,Ocean Ave,,,Brooklyn,NY,11229,US,City of New York,2021,36,36047,New York,3651000,59200,2000,2,3.60E+14,36047059200
3311141,1972518595,FULTON PHARMACY,2818 FULTON ST,,BROOKLYN,NY,11207,718-991-3519,KINGS,40.678102,-73.890541,1,rooftop,2818,Fulton St,,,Brooklyn,NY,11207,US,City of New York,2021,36,36047,New York,3651000,119800,3001,3,3.60E+14,36047119800
5824037,1588177844,MODERN REMEDIES,2823 NOSTRAND AVE,,BROOKLYN,NY,11229,718-252-2818,KINGS,40.615439,-73.944488,1,rooftop,2823,Nostrand Ave,,,Brooklyn,NY,11229,US,City of New York,2021,36,36047,New York,3651000,64400,1002,1,3.60E+14,36047064400
3314402,1114915998,EVE PHARMACY,2836 CONEY ISLAND AVE,,BROOKLYN,NY,11235,718-743-8585,KINGS,40.587423,-73.960571,1,rooftop,2836,Coney Island Ave,,,Brooklyn,NY,11235,US,City of New York,2021,36,36047,New York,3651000,37000,2003,2,3.60E+14,36047037000
